id,name,type,nation,peak
zaw,Zawisza Bydgoszcz,2,POL,NA
yok,Yokkaichi Highschool,2,JAP,NA
paok,PAOK Saloniki,2,GRE,NA
shak,Shaktar Donezk,2,UKR,NA
ura,Urawa Reds,2,JAP,NA
ful,FC Fulham,2,ENG,NA
ybb,Young Boys Bern,2,SUI,NA
nkd,NK Dubrava,2,CRO,NA
asco,Angers SCO,2,FRA,NA
goz,Gozzano,2,ITA,NA
naci,Nacional,2,URU,NA
fcn,1 FC Nuernberg,2,GER,NA
